,Month,Year,Temperature(C),Humidity(%),Visibility (10m),Dew point temperature(C),Solar Radiation (MJ/m2),Autumn,Holiday,Functioning Day
0,1.5876475205670832,-3.282406670171969,-1.5139572362780525,-1.042482884587357,0.9258713477706347,-1.659604672723206,-0.6551317164805701,-0.5762957472697225,-0.227756885400337,0
1,1.5876475205670832,-3.282406670171969,-1.5390741483279362,-0.9933699887973514,0.9258713477706347,-1.659604672723206,-0.6551317164805701,-0.5762957472697225,-0.227756885400337,0
2,1.5876475205670832,-3.282406670171969,-1.580935668411076,-0.9442570930073456,0.9258713477706347,-1.6672618610968273,-0.6551317164805701,-0.5762957472697225,-0.227756885400337,0
3,1.5876475205670832,-3.282406670171969,-1.597680276444332,-0.8951441972173398,0.9258713477706347,-1.659604672723206,-0.6551317164805701,-0.5762957472697225,-0.227756885400337,0
4,1.5876475205670832,-3.282406670171969,-1.580935668411076,-1.0915957803773628,0.9258713477706347,-1.73617655645942,-0.6551317164805701,-0.5762957472697225,-0.227756885400337,0
5,1.5876475205670832,-3.282406670171969,-1.614424884477588,-1.042482884587357,0.9258713477706347,-1.7438337448330412,-0.6551317164805701,-0.5762957472697225,-0.227756885400337,0
6,1.5876475205670832,-3.282406670171969,-1.6311694925108438,-1.1407086761673686,0.9258713477706347,-1.8050912518220124,-0.6551317164805701,-0.5762957472697225,-0.227756885400337,0
7,1.5876475205670832,-3.282406670171969,-1.6981479246438673,-0.9933699887973514,0.9258713477706347,-1.7897768750747698,-0.6551317164805701,-0.5762957472697225,-0.227756885400337,0
8,1.5876475205670832,-3.282406670171969,-1.7148925326771234,-1.042482884587357,0.9258713477706347,-1.8280628169428768,-0.6436202182560112,-0.5762957472697225,-0.227756885400337,0
9,1.5876475205670832,-3.282406670171969,-1.6227971884942156,-1.5336118424874146,0.807501690688713,-2.0271497146570328,-0.3903672573157165,-0.5762957472697225,-0.227756885400337,0
10,1.5876475205670832,-3.282406670171969,-1.3716280679953772,-1.6809505298574319,0.919295255710528,-1.935263454173576,0.0931156681157554,-0.5762957472697225,-0.227756885400337,0
11,1.5876475205670832,-3.282406670171969,-1.1204589474965387,-1.8282892172274492,0.8206538748089266,-1.858691570437362,0.42694911662796203,-0.5762957472697225,-0.227756885400337,0
12,1.5876475205670832,-3.282406670171969,-0.9362682591307239,-1.7300634256474376,0.9258713477706347,-1.6289759192287205,0.6226445864454627,-0.5762957472697225,-0.227756885400337,0
13,1.5876475205670832,-3.282406670171969,-0.8776621310143281,-1.631837634067426,0.9258713477706347,-1.5064609052507785,0.6802020775682568,-0.5762957472697225,-0.227756885400337,0
14,1.5876475205670832,-3.282406670171969,-0.8274283069145604,-1.5827247382774203,0.9258713477706347,-1.4298890215145645,0.5075296041998741,-0.5762957472697225,-0.227756885400337,0
15,1.5876475205670832,-3.282406670171969,-0.902779043064212,-1.0915957803773628,0.9258713477706347,-1.18485899355868,-0.03351081235439197,-0.5762957472697225,-0.227756885400337,0
16,1.5876475205670832,-3.282406670171969,-0.9781297792138636,-0.20756365615725933,-1.0584644313665796,-0.8479427051193388,-0.3788557590911576,-0.5762957472697225,-0.227756885400337,0
